,carat,cut,color,clarity,depth,table,price,x,y,z
12795,1.05,Premium,E,VS2,62.6,59.0,5645,6.5,6.43,4.05
20988,1.56,Premium,H,VS2,62.5,59.0,10702,7.3,7.33,4.57
13574,0.3,Very Good,G,VS1,62.9,60.0,605,4.18,4.22,2.64
43744,0.6,Ideal,D,SI1,62.3,57.0,1840,5.42,5.37,3.36
18356,1.02,Ideal,G,VVS2,62.7,57.0,8401,6.41,6.45,4.03
1523,0.77,Premium,F,VS2,62.4,59.0,3018,5.85,5.81,3.64
33564,0.43,Good,F,VS1,57.9,61.0,931,4.99,5.03,2.9
7757,1.03,Very Good,H,SI1,63.4,62.0,4406,6.46,6.27,4.05
22461,2.04,Premium,H,SI1,60.6,61.0,12454,8.15,8.09,4.92
16118,1.41,Premium,D,SI2,61.1,56.0,6988,7.19,7.15,4.38
3778,0.92,Fair,H,SI2,64.5,60.0,3536,6.06,6.01,3.89
15289,1.22,Premium,H,VS2,62.3,58.0,6608,6.85,6.77,4.24
1547,1.0,Fair,G,SI2,64.9,57.0,3027,6.29,6.2,4.05
43017,0.6,Premium,E,SI1,59.4,60.0,1771,5.57,5.51,3.29
41029,0.52,Ideal,G,VS1,61.3,56.0,1576,5.17,5.2,3.18
18334,1.2,Good,E,VS2,63.6,57.0,8380,6.74,6.68,4.27
28187,0.33,Ideal,G,VVS2,61.7,55.0,730,4.46,4.49,2.76
43489,0.3,Very Good,I,VVS2,61.9,61.0,526,4.28,4.32,2.66
3246,0.71,Ideal,F,VS2,62.2,55.0,3405,5.72,5.76,3.57
42510,0.58,Very Good,D,SI1,63.5,58.0,1720,5.29,5.32,3.37
23801,2.01,Good,I,SI1,59.4,63.0,14597,8.18,8.26,4.88
18009,1.02,Ideal,G,VVS2,59.2,58.0,8107,6.56,6.62,3.9
48558,0.56,Ideal,F,VVS1,62.1,56.0,2510,5.29,5.3,3.29
48624,0.71,Ideal,G,SI1,61.7,56.0,2518,5.74,5.77,3.55
30452,0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82
13320,1.19,Good,F,SI1,57.6,60.0,5825,6.98,7.02,4.03
45997,0.59,Ideal,F,VS1,61.1,56.0,2140,5.43,5.47,3.33
26053,0.31,Premium,F,SI1,60.7,58.0,663,4.38,4.35,2.65
7603,0.9,Good,D,SI1,63.5,57.0,4381,6.11,6.15,3.89
2798,1.01,Very Good,I,SI2,63.2,58.0,3309,6.34,6.31,4.0
36999,0.42,Premium,E,VS1,59.5,59.0,1105,4.86,4.88,2.9
32855,0.4,Premium,G,SI1,61.4,60.0,900,4.71,4.67,2.88
27334,0.32,Premium,E,VS2,61.2,59.0,702,4.4,4.43,2.7
46017,0.7,Good,I,SI1,64.3,57.0,2142,5.63,5.59,3.61
6124,1.02,Good,H,SI1,57.1,61.0,4093,6.57,6.66,3.78
16818,1.52,Good,J,VS2,63.5,58.0,7370,7.24,7.28,4.61
880,0.71,Ideal,E,VS2,62.7,56.0,2891,5.71,5.75,3.59
20336,1.02,Very Good,E,IF,61.7,60.0,10029,6.38,6.52,3.98
20745,1.35,Premium,G,VS1,61.0,59.0,10415,7.15,7.09,4.34
44384,0.7,Fair,G,SI1,68.4,58.0,1915,5.59,5.55,3.61
13532,1.02,Premium,D,SI1,60.6,59.0,5918,6.53,6.47,3.94
49938,0.71,Very Good,D,VS2,62.5,60.0,2745,5.61,5.65,3.52
47331,0.72,Very Good,F,SI1,63.1,55.0,2333,5.75,5.7,3.61
8856,1.0,Good,J,VVS1,63.5,59.0,4633,6.29,6.34,4.01
16872,1.14,Ideal,H,VS2,61.1,57.0,7409,6.71,6.78,4.12
48198,0.85,Premium,G,SI2,62.0,58.0,2444,6.08,6.04,3.76
33732,0.38,Premium,D,SI1,58.9,61.0,941,4.79,4.75,2.81
38425,0.41,Ideal,D,VS1,61.0,57.0,1230,4.82,4.78,2.93
2805,0.3,Good,G,VS1,63.3,56.0,565,4.28,4.31,2.72
8356,1.03,Very Good,H,SI1,61.1,59.0,4520,6.5,6.56,3.99
17021,1.06,Ideal,F,VS1,61.9,57.0,7479,6.55,6.53,4.05
22577,0.41,Ideal,J,VS2,61.8,55.0,637,4.78,4.81,2.96
5425,0.9,Good,G,SI1,57.8,58.0,3931,6.42,6.38,3.7
31620,0.41,Premium,E,SI1,58.8,62.0,852,4.87,4.85,2.86
8008,0.28,Very Good,G,VVS1,60.7,56.0,586,4.27,4.29,2.6
8453,1.04,Premium,D,SI2,61.9,58.0,4543,6.54,6.49,4.03
10579,1.03,Ideal,D,SI2,61.8,54.0,5013,6.46,6.52,4.01
39237,0.52,Ideal,E,SI2,61.9,56.0,1299,5.17,5.19,3.2
21890,1.11,Very Good,F,VVS2,59.4,58.0,11650,6.74,6.79,4.02
15967,1.02,Very Good,E,VS2,60.0,59.0,6915,6.54,6.59,3.94
33774,0.31,Ideal,D,VS2,61.3,57.0,942,4.4,4.37,2.69
17859,1.42,Good,E,SI2,60.1,61.0,8019,7.32,7.42,4.43
24724,2.28,Ideal,J,VS2,62.7,57.0,16450,8.43,8.36,5.26
30443,0.6,Premium,H,I1,60.1,60.0,806,5.51,5.44,3.29
1612,0.7,Fair,F,VS1,64.9,59.0,3039,5.56,5.59,3.62
28392,0.3,Very Good,G,SI1,62.7,58.0,447,4.22,4.27,2.66
18985,1.6,Premium,I,SI1,62.1,58.0,8852,7.51,7.47,4.65
1706,0.72,Very Good,E,VS2,63.0,58.0,3065,5.69,5.73,3.6
47567,0.71,Premium,G,SI2,62.0,55.0,2362,5.77,5.71,3.56
41594,0.5,Premium,G,VS1,60.3,60.0,1629,5.1,5.08,3.07
44248,0.7,Very Good,E,SI2,63.5,59.0,1894,5.63,5.51,3.53
28623,0.33,Ideal,G,VS2,62.6,57.0,743,4.47,4.45,2.79
11714,1.36,Premium,J,SI2,62.6,58.0,5310,7.12,7.0,4.42
30236,0.31,Ideal,H,VVS2,62.3,55.0,802,4.37,4.36,2.72
41861,0.51,Ideal,G,VS1,62.7,56.0,1656,5.08,5.1,3.19
9970,1.05,Ideal,F,SI2,62.7,54.0,4866,6.5,6.54,4.09
33225,0.3,Premium,D,VS1,61.2,59.0,914,4.34,4.29,2.64
31149,0.35,Very Good,G,IF,62.1,56.0,833,4.54,4.57,2.82
33602,0.54,Ideal,I,SI2,60.9,57.0,935,5.26,5.31,3.22
23850,1.54,Ideal,G,VS1,62.0,57.0,14650,7.4,7.45,4.6
22541,2.02,Ideal,J,SI1,62.4,56.0,12591,8.03,8.19,5.06
35475,0.26,Very Good,F,VS2,62.5,55.0,381,4.05,4.08,2.54
17766,1.56,Fair,G,SI2,64.8,59.0,7950,7.38,7.19,4.72
12284,1.21,Ideal,J,SI1,62.7,55.0,5489,6.84,6.79,4.27
11602,1.02,Very Good,E,SI1,63.2,61.0,5278,6.37,6.31,4.01
35582,0.44,Premium,F,SI1,60.9,58.0,1023,4.96,4.92,3.01
7221,0.9,Premium,D,SI1,62.7,56.0,4304,6.16,6.12,3.85
26706,0.27,Very Good,F,VVS2,61.8,57.0,682,4.15,4.17,2.57
29270,0.38,Very Good,G,VS2,60.4,57.0,766,4.67,4.7,2.83
8604,1.0,Good,I,VS1,63.9,56.0,4581,6.37,6.18,4.01
24610,2.02,Premium,I,SI1,62.5,59.0,16191,8.05,8.01,5.02
18628,1.2,Premium,G,VS1,61.4,60.0,8596,6.86,6.81,4.2
20166,1.57,Premium,I,VS2,62.6,58.0,9847,7.4,7.36,4.62
18357,1.21,Premium,G,VS2,62.8,59.0,8402,6.84,6.76,4.27
48477,0.3,Ideal,F,SI1,61.4,55.0,550,4.31,4.34,2.65
39541,0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
32032,0.33,Ideal,G,VVS1,62.2,57.0,868,4.41,4.46,2.76
12962,1.21,Ideal,J,VS2,62.5,57.0,5707,6.79,6.74,4.23
24516,1.52,Premium,G,VVS1,60.4,59.0,15959,7.38,7.48,4.49
20197,1.75,Ideal,J,VS2,62.1,56.0,9890,7.74,7.69,4.79
25220,2.01,Ideal,G,SI1,59.2,57.0,17492,8.23,8.19,4.86
46239,0.5,Good,E,VVS2,58.9,61.0,2183,5.18,5.2,3.06
28492,0.33,Ideal,F,VS1,61.2,57.0,738,4.46,4.49,2.74
13564,1.0,Very Good,F,VS2,58.7,62.0,5929,6.51,6.6,3.85
36936,0.52,Ideal,G,SI2,61.1,56.0,1100,5.19,5.22,3.18
33074,0.31,Ideal,G,VVS2,62.6,57.0,907,4.33,4.29,2.7
39598,0.51,Ideal,E,SI1,62.4,55.0,1343,5.09,5.14,3.19
28063,0.26,Premium,E,VVS2,60.8,61.0,724,4.13,4.12,2.51
26860,0.31,Very Good,H,SI1,61.7,59.0,435,4.36,4.39,2.7
8000,1.02,Good,D,SI2,64.1,58.0,4459,6.25,6.32,4.03
22594,0.41,Very Good,E,SI2,63.0,57.0,638,4.7,4.73,2.97
26377,0.31,Ideal,G,VVS2,61.7,57.0,671,4.36,4.39,2.7
19372,1.11,Ideal,F,VS2,62.2,54.0,9144,6.62,6.69,4.14
10493,0.34,Very Good,E,SI1,62.9,56.0,596,4.45,4.48,2.81
42886,0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66
49695,0.3,Ideal,I,VVS1,62.4,56.0,552,4.3,4.32,2.69
46439,0.51,Very Good,E,VVS2,61.4,59.0,2211,5.1,5.16,3.15
31542,0.42,Premium,G,VS2,59.8,58.0,847,4.86,4.9,2.92
6883,0.91,Premium,H,VS2,61.8,60.0,4238,6.22,6.18,3.83
18789,1.12,Premium,G,VVS2,62.6,59.0,8721,6.61,6.58,4.13
8371,0.9,Ideal,F,SI1,62.5,57.0,4523,6.13,6.15,3.84
18139,1.4,Premium,H,SI1,62.4,57.0,8223,7.19,7.11,4.46
36712,0.3,Ideal,G,VS2,60.8,57.0,491,4.33,4.38,2.65
42569,0.56,Ideal,D,SI1,60.5,57.0,1723,5.31,5.36,3.23
14641,1.37,Ideal,I,VS2,61.5,56.0,6343,7.14,7.11,4.38
576,0.82,Very Good,F,SI2,59.7,57.0,2841,6.12,6.14,3.66
37235,0.38,Premium,E,VVS1,60.6,59.0,1119,4.65,4.62,2.81
2924,0.64,Ideal,F,VVS2,61.0,56.0,3336,5.55,5.59,3.4
46928,0.31,Premium,E,VS2,60.5,60.0,544,4.34,4.39,2.64
27116,0.37,Premium,F,VS2,60.5,59.0,696,4.62,4.67,2.81
28692,0.24,Very Good,H,VVS2,61.5,56.0,449,3.99,4.01,2.46
2411,0.72,Very Good,F,VS1,62.8,58.0,3219,5.7,5.73,3.59
31380,0.4,Ideal,F,VS2,62.6,54.0,843,4.73,4.78,2.98
34935,0.42,Ideal,F,SI1,62.0,57.0,992,4.83,4.81,2.99
49475,0.87,Premium,F,SI2,61.5,57.0,2661,6.13,6.1,3.76
44742,0.32,Ideal,H,VS2,61.7,56.0,534,4.39,4.42,2.72
25576,2.11,Very Good,D,SI2,60.9,60.0,18407,8.21,8.28,5.02
2947,0.73,Ideal,G,VS1,62.0,55.0,3342,5.74,5.79,3.58
22261,0.4,Ideal,J,VS1,62.1,53.0,633,4.75,4.78,2.96
5601,1.01,Good,H,SI2,63.5,60.0,3971,6.23,6.31,3.98
29331,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.28,2.66
44324,0.77,Premium,J,SI1,61.8,59.0,1909,5.82,5.86,3.61
35066,0.41,Ideal,F,VVS1,61.3,56.0,1001,4.8,4.82,2.95
47859,0.35,Very Good,H,VS2,59.8,62.0,545,4.57,4.63,2.75
5161,1.01,Fair,D,SI2,64.7,57.0,3871,6.31,6.27,4.07
27242,0.31,Premium,E,SI1,59.1,59.0,698,4.44,4.42,2.62
24871,2.0,Premium,I,VS2,60.7,60.0,16694,8.07,8.02,4.88
11040,1.0,Premium,H,VS2,59.7,59.0,5139,6.57,6.52,3.91
11289,1.05,Very Good,G,SI1,61.6,57.0,5197,6.51,6.54,4.02
28418,0.3,Ideal,E,VS1,60.6,56.0,735,4.35,4.36,2.64
33738,0.31,Premium,D,VVS1,62.7,58.0,942,4.31,4.3,2.7
5599,1.09,Premium,I,SI1,61.9,58.0,3968,6.65,6.58,4.1
18918,1.2,Premium,F,VS2,60.4,59.0,8796,6.91,6.89,4.17
44530,0.6,Ideal,G,VS2,61.1,55.0,1930,5.46,5.48,3.34
45906,0.55,Ideal,G,VVS2,61.9,56.0,2129,5.27,5.23,3.25
14275,1.18,Ideal,I,VS2,62.3,55.6,6191,6.73,6.76,4.21
42426,0.51,Premium,E,VS2,62.5,60.0,1709,5.1,5.08,3.18
3183,0.9,Very Good,H,SI1,63.0,55.0,3388,6.12,6.16,3.87
43205,0.4,Very Good,J,SI1,61.4,58.0,526,4.76,4.79,2.93
28215,0.32,Ideal,G,VVS2,62.2,55.0,730,4.41,4.43,2.75
12438,1.01,Premium,E,SI1,60.7,58.0,5525,6.5,6.48,3.94
4164,1.06,Fair,G,SI2,65.3,62.0,3633,6.33,6.25,4.11
22531,2.03,Ideal,G,SI2,62.2,57.0,12573,8.09,8.06,5.03
40238,0.41,Ideal,D,VVS1,62.7,56.0,1413,4.77,4.74,2.98
17944,1.53,Very Good,J,VS1,62.8,59.0,8058,7.31,7.34,4.6
10535,1.01,Very Good,E,SI1,63.4,59.0,5002,6.38,6.34,4.03
32831,0.41,Very Good,H,VVS2,62.2,58.0,899,4.71,4.74,2.94
45421,0.51,Very Good,F,VVS2,60.8,56.0,2054,5.18,5.21,3.16
29726,0.43,Ideal,I,VS2,62.1,57.0,780,4.83,4.86,3.01
4200,0.91,Ideal,F,SI2,62.7,57.0,3642,6.16,6.21,3.88
15992,1.3,Ideal,I,VS1,62.1,57.0,6931,7.04,6.98,4.35
25288,2.02,Premium,G,SI1,62.8,60.0,17692,8.02,7.96,5.02
47849,0.31,Ideal,G,VS2,61.4,57.0,544,4.35,4.45,2.7
11068,1.03,Ideal,G,SI1,61.1,57.0,5147,6.54,6.58,4.01
8228,1.01,Premium,F,SI2,62.4,58.0,4497,6.41,6.37,3.99
10274,1.04,Ideal,I,SI1,61.9,54.0,4941,6.51,6.57,4.05
25361,2.2,Ideal,I,SI1,61.7,55.0,17895,8.37,8.41,5.18
41484,0.53,Ideal,F,VS2,61.9,55.0,1621,5.2,5.23,3.23
44012,0.67,Very Good,H,VS2,62.9,55.0,1867,5.56,5.6,3.51
47454,0.7,Premium,G,SI1,60.3,61.0,2352,5.75,5.72,3.46
4796,0.73,Ideal,E,VVS2,62.0,57.0,3780,5.73,5.79,3.57
3757,0.78,Ideal,F,VS2,62.3,56.0,3531,5.91,5.88,3.67
8815,1.1,Ideal,I,SI2,62.6,55.0,4624,6.57,6.6,4.13
12029,0.26,Premium,H,VVS2,62.4,58.0,600,4.07,4.04,2.53
38612,0.54,Ideal,J,VS1,61.0,56.1,1240,5.25,5.28,3.21
49401,0.3,Very Good,I,VVS1,62.8,59.0,552,4.24,4.29,2.68
47183,0.59,Ideal,D,VS1,62.0,56.0,2319,5.35,5.39,3.33
8742,1.05,Premium,H,SI1,61.9,58.0,4608,6.45,6.5,4.01
7420,0.27,Ideal,F,VS2,61.9,54.0,583,4.14,4.16,2.57
33152,0.3,Premium,D,VS2,60.3,60.0,911,4.31,4.28,2.59
44193,0.57,Ideal,E,VS1,60.5,57.0,1884,5.33,5.38,3.24
18025,1.7,Good,H,SI2,63.6,56.0,8115,7.51,7.56,4.79
31151,0.42,Ideal,I,SI1,61.8,55.0,833,4.81,4.83,2.98
5781,1.0,Premium,E,SI2,60.4,62.0,4014,6.52,6.42,3.91
21276,1.41,Very Good,F,VS1,63.4,63.0,11010,7.13,6.97,4.47
43157,0.53,Ideal,E,VS2,60.9,56.0,1786,5.27,5.28,3.21
34814,0.38,Very Good,F,VS1,58.7,63.0,988,4.75,4.79,2.8
26566,0.33,Very Good,F,SI2,63.0,58.0,434,4.4,4.42,2.78
4762,1.01,Very Good,I,SI2,62.1,56.0,3770,6.41,6.45,3.99
47364,0.77,Good,H,SI1,63.0,65.0,2338,5.82,5.74,3.64
22944,2.01,Very Good,J,VS2,61.1,59.0,13109,8.04,8.07,4.92
34274,0.27,Ideal,I,VVS2,61.6,55.0,480,4.17,4.21,2.58
8283,1.04,Very Good,I,VS2,61.9,58.0,4511,6.47,6.55,4.03
35401,0.32,Very Good,D,VVS1,61.6,54.0,1015,4.4,4.43,2.72
31080,0.32,Premium,D,VS2,58.8,59.0,829,4.52,4.49,2.65
18571,1.27,Very Good,G,VS2,60.3,59.0,8549,6.97,7.09,4.24
37206,0.38,Ideal,F,VS1,61.3,56.0,1116,4.68,4.72,2.88
47662,0.7,Ideal,H,SI1,61.7,57.0,2375,5.7,5.68,3.51
33213,0.31,Ideal,F,IF,62.2,55.0,914,4.35,4.37,2.71
19786,0.34,Ideal,D,SI1,61.2,57.0,626,4.48,4.51,2.75
27787,0.35,Ideal,J,VS2,61.8,55.0,446,4.54,4.56,2.81
17828,1.39,Premium,G,SI1,61.3,59.0,7991,7.24,7.15,4.41
12844,1.08,Ideal,G,VS2,62.1,57.0,5661,6.57,6.54,4.07
13771,1.5,Good,G,SI2,57.5,63.0,6006,7.53,7.49,4.32
43155,0.55,Very Good,G,VS1,62.0,57.0,1786,5.25,5.3,3.27
33739,0.38,Ideal,D,VS1,62.0,57.0,942,4.7,4.69,2.91
2070,0.72,Ideal,E,VS2,60.6,57.0,3145,5.85,5.83,3.54
40201,0.5,Very Good,H,VS1,63.0,56.0,1410,5.02,5.05,3.17
15783,0.32,Very Good,D,SI2,63.4,56.0,612,4.38,4.36,2.77
22575,0.31,Ideal,D,VS2,62.1,55.0,636,4.32,4.38,2.7
23217,2.3,Premium,J,SI2,59.7,58.0,13560,8.63,8.68,5.17
43079,0.56,Premium,F,VS2,59.6,58.0,1778,5.36,5.34,3.19
11609,1.13,Premium,D,SI2,62.0,58.0,5280,6.64,6.68,4.13
30460,0.4,Good,H,VS1,63.4,58.0,807,4.74,4.66,2.98
11387,1.22,Premium,I,SI2,62.5,58.0,5226,6.8,6.76,4.24
22543,1.54,Premium,G,SI1,61.0,59.0,12592,7.43,7.38,4.52
18441,1.34,Premium,E,VS2,58.2,60.0,8480,7.26,7.21,4.21
9274,0.32,Premium,H,SI1,60.9,60.0,591,4.43,4.4,2.69
1691,0.71,Fair,G,VVS1,62.8,57.0,3062,5.67,5.57,3.53
7921,1.02,Good,E,SI1,63.1,57.0,4443,6.37,6.43,4.04
9534,1.06,Very Good,G,SI2,61.0,57.0,4769,6.58,6.61,4.02
38891,0.55,Good,H,SI1,63.6,55.0,1263,5.23,5.18,3.31
1693,0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55
28471,0.3,Premium,F,VVS2,61.4,59.0,737,4.31,4.36,2.66
995,0.59,Ideal,E,VVS2,61.1,57.0,2911,5.39,5.41,3.3
43457,0.57,Ideal,G,VS1,60.6,57.0,1815,5.38,5.41,3.27
14912,1.28,Premium,I,VS2,62.5,61.0,6451,6.89,6.86,4.3
39686,0.46,Premium,E,VS1,62.0,58.0,1355,4.98,4.95,3.08
34398,0.41,Premium,E,SI1,61.0,59.0,969,4.82,4.78,2.93
47528,0.54,Ideal,G,IF,61.6,57.0,2361,5.22,5.27,3.23
12369,0.31,Ideal,E,SI1,60.1,57.0,601,4.36,4.39,2.63
11013,1.24,Premium,J,VS2,62.0,58.0,5128,6.87,6.91,4.27
32102,0.27,Ideal,F,VS2,60.3,56.0,470,4.21,4.25,2.55
36627,0.51,Very Good,J,VS2,63.1,56.0,1080,5.13,5.1,3.23
9573,0.37,Very Good,E,SI1,61.4,60.0,593,4.6,4.62,2.83
18559,0.31,Good,G,VS1,63.2,57.0,625,4.28,4.33,2.72
49164,0.71,Very Good,E,SI1,61.1,57.0,2606,5.69,5.73,3.49
22548,1.74,Ideal,H,SI1,61.9,55.0,12605,7.71,7.74,4.78
47941,0.65,Ideal,D,VS2,61.6,57.0,2402,5.55,5.59,3.43
37469,0.5,Fair,H,VS1,66.3,55.0,1136,4.86,4.91,3.24
24458,1.5,Ideal,D,VS2,62.6,56.0,15848,7.21,7.27,4.53
17217,1.54,Premium,J,SI1,61.2,59.0,7589,7.45,7.41,4.55
33135,0.3,Ideal,D,VS2,61.5,55.0,911,4.35,4.3,2.66
21465,1.5,Ideal,G,SI1,62.0,56.0,11180,7.33,7.29,4.53
23203,0.3,Premium,F,SI1,60.9,60.0,641,4.37,4.33,2.65
5584,1.01,Very Good,G,SI2,61.8,58.0,3966,6.36,6.39,3.94
13680,1.24,Premium,D,SI2,59.1,59.0,5969,7.03,6.98,4.14
22845,1.7,Premium,H,VS2,61.9,60.0,12992,7.61,7.57,4.7
32597,0.4,Very Good,F,VS1,61.3,54.0,890,4.8,4.83,2.95
6831,0.92,Very Good,H,VS1,61.7,62.0,4228,6.2,6.12,3.8
21237,1.55,Ideal,H,SI1,62.4,58.0,10960,7.38,7.4,4.61
20494,1.8,Very Good,I,SI2,63.2,58.0,10161,7.75,7.66,4.87
17892,1.2,Ideal,G,VS2,62.4,54.7,8040,6.79,6.85,4.25
9816,1.01,Very Good,H,SI1,63.4,59.0,4836,6.34,6.28,4.0
30174,0.27,Ideal,E,VVS2,61.8,57.0,799,4.16,4.12,2.56
20188,1.53,Premium,I,VS1,62.0,57.0,9877,7.39,7.35,4.57
23309,1.5,Premium,G,VS1,60.8,61.0,13720,7.36,7.29,4.45
20228,1.5,Good,I,VVS2,63.3,58.0,9909,7.24,7.27,4.59
49889,0.79,Premium,D,SI2,61.8,58.0,2735,5.95,5.89,3.66
45804,0.7,Ideal,I,SI1,61.6,53.0,2110,5.73,5.76,3.54
31424,0.3,Ideal,E,VS2,61.8,56.0,844,4.34,4.3,2.67
14930,1.23,Very Good,H,VS2,60.6,59.0,6459,6.89,6.94,4.19
3398,0.7,Ideal,E,VS1,61.0,56.0,3446,5.7,5.77,3.5
23256,2.15,Very Good,J,SI1,62.4,60.0,13622,8.18,8.24,5.12
27137,0.31,Premium,G,VS2,60.9,58.0,698,4.38,4.35,2.66
31156,0.37,Premium,G,VS2,60.1,59.0,833,4.68,4.64,2.8
34556,0.4,Very Good,D,VVS2,58.4,60.0,977,4.81,4.84,2.82
12972,0.32,Ideal,I,VS1,62.3,56.0,605,4.4,4.37,2.73
4080,0.9,Fair,F,SI2,64.6,56.0,3613,6.01,6.07,3.9
21016,0.4,Ideal,E,SI2,62.1,53.0,629,4.75,4.78,2.96
16858,1.31,Premium,H,SI1,59.3,59.0,7395,7.18,7.13,4.24
33567,0.41,Very Good,D,VS2,62.3,58.0,932,4.75,4.76,2.96
16186,1.01,Very Good,E,VS1,62.2,56.0,7039,6.38,6.42,3.98
7007,1.01,Very Good,D,SI2,60.8,61.0,4260,6.45,6.5,3.94
629,0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
38345,0.42,Ideal,F,VVS2,62.2,56.0,1221,4.82,4.79,2.99
14344,1.09,Ideal,I,VS1,61.8,55.0,6225,6.59,6.62,4.08
38005,0.5,Very Good,G,SI1,64.1,57.0,1187,5.04,5.07,3.24
290,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59
49998,0.86,Premium,H,SI2,61.0,58.0,2757,6.15,6.12,3.74
21764,1.5,Ideal,E,SI1,62.0,55.0,11489,7.4,7.32,4.56
28040,0.33,Premium,E,VS2,61.0,60.0,723,4.43,4.46,2.71
4211,0.7,Ideal,F,VVS2,61.7,58.0,3644,5.66,5.71,3.51
19806,1.73,Very Good,J,VS2,60.9,59.0,9510,7.72,7.76,4.71
21517,1.71,Premium,G,SI2,62.6,57.0,11227,7.66,7.6,4.78
1173,0.81,Very Good,I,VS1,62.7,58.0,2950,5.9,5.96,3.72
27389,0.3,Very Good,F,VS1,60.9,63.0,704,4.26,4.31,2.61
36016,0.4,Premium,G,VVS2,59.7,58.0,1050,4.8,4.78,2.86
28303,0.31,Ideal,D,SI1,62.9,57.0,732,4.32,4.27,2.7
10334,1.23,Ideal,J,SI1,63.1,58.0,4959,6.8,6.74,4.27
27361,0.4,Very Good,G,SI1,61.1,61.0,702,4.7,4.76,2.89
8189,1.31,Premium,J,SI1,60.3,62.0,4490,7.12,7.04,4.26
31745,0.4,Premium,H,SI1,62.7,58.0,855,4.69,4.65,2.93
17088,1.0,Ideal,G,VVS2,62.8,53.9,7520,6.37,6.42,4.02
43238,0.58,Very Good,I,VVS1,63.0,57.0,1790,5.31,5.35,3.36
24897,2.03,Premium,H,SI1,61.7,59.0,16747,8.1,8.17,5.02
11779,1.0,Very Good,E,SI1,59.4,63.0,5322,6.47,6.42,3.83
28829,0.33,Ideal,G,VVS2,61.5,56.0,752,4.45,4.49,2.75
17119,1.53,Premium,I,SI2,62.1,59.0,7539,7.35,7.37,4.57
41412,0.53,Very Good,F,VS2,60.5,55.0,1610,5.24,5.29,3.19
48630,0.77,Ideal,E,SI2,61.0,57.0,2519,5.91,5.93,3.61
41367,0.57,Premium,I,VVS1,62.1,58.0,1608,5.25,5.32,3.28
47024,0.7,Very Good,E,SI2,63.2,56.0,2298,5.6,5.64,3.55
38956,0.51,Ideal,E,SI2,58.3,62.0,1268,5.2,5.19,3.04
3678,0.76,Very Good,E,VS2,63.4,58.0,3517,5.76,5.82,3.67
3897,1.16,Premium,H,SI2,62.1,58.0,3573,6.72,6.65,4.15
44940,0.58,Ideal,E,VS2,61.9,57.0,1984,5.37,5.33,3.31
39189,0.32,Ideal,H,VS2,62.0,55.0,505,4.38,4.4,2.72
29526,0.41,Premium,J,VVS1,62.2,59.0,775,4.71,4.75,2.94
28596,0.33,Ideal,I,VVS2,62.7,54.0,743,4.45,4.42,2.78
26945,0.4,Good,E,SI1,63.2,58.0,687,4.66,4.7,2.96
24919,1.69,Ideal,F,VS2,62.2,57.0,16789,7.59,7.66,4.74
9222,0.9,Very Good,E,VS2,62.2,56.0,4707,6.12,6.17,3.82
31694,0.33,Premium,G,VS1,61.3,58.0,854,4.46,4.42,2.72
4444,0.71,Good,F,VS1,61.8,57.0,3701,5.73,5.76,3.55
37793,0.31,Ideal,F,IF,61.0,56.0,1168,4.38,4.41,2.68
48051,0.7,Premium,D,SI2,59.5,60.0,2423,5.78,5.73,3.43
39617,0.54,Very Good,D,SI2,63.2,57.0,1343,5.19,5.16,3.27
26285,0.33,Ideal,G,VS1,61.1,56.0,666,4.46,4.48,2.73
40253,0.5,Premium,I,VVS1,58.2,62.0,1415,5.25,5.19,3.04
32410,0.23,Very Good,E,VS1,59.6,65.0,378,3.95,3.97,2.36
40428,0.26,Ideal,G,VS1,62.5,53.0,508,4.1,4.13,2.57
24523,2.02,Ideal,H,SI2,63.0,57.0,15974,8.01,8.06,5.06
4778,0.83,Ideal,D,SI2,62.0,55.0,3774,6.02,6.05,3.74
30568,0.32,Very Good,H,SI1,63.0,59.0,461,4.33,4.37,2.74
31473,0.41,Good,G,VVS1,63.6,56.0,844,4.72,4.74,3.01
9423,1.11,Premium,I,VS2,58.3,60.0,4744,6.84,6.78,3.97
22112,2.03,Ideal,J,SI2,63.2,55.0,11951,7.99,8.03,5.06
11175,1.01,Ideal,H,VS2,62.7,56.0,5166,6.35,6.4,4.0
31888,0.41,Ideal,F,VS2,61.4,55.0,863,4.78,4.83,2.95
2677,0.92,Fair,F,SI2,65.3,58.0,3282,6.08,6.04,3.96
22790,1.51,Very Good,G,VS2,63.5,59.0,12906,7.2,7.13,4.55
23025,1.53,Good,H,IF,63.1,57.0,13248,7.25,7.34,4.6
38557,0.24,Very Good,G,VVS1,61.7,56.0,504,3.98,4.02,2.46
25335,2.0,Premium,D,SI2,61.6,59.0,17835,8.2,8.09,5.02
21915,1.5,Very Good,H,VVS1,60.9,61.0,11688,7.36,7.39,4.49
